,8.4,-31.1,48.9,,,183.2,13.9,,1017.1,
1936-01-01,-0.4,,1.0,0.5,,,,,,
1936-01-02,-3.0,,0.4,0.1,,,,,,
1936-01-03,-3.0,,-0.2,,,,,,,
1936-01-04,-1.2,,-0.2,,,,,,,
1936-01-05,-0.6,,0.5,,,,,,,
1936-01-06,-1.5,,2.0,0.3,,,,,,
1936-01-07,-2.3,,1.0,0.4,,,,,,
1936-01-08,-1.9,,-0.6,,,,,,,
1936-01-09,-1.8,,-1.0,1.5,,,,,,
1936-01-10,0.2,,1.2,5.5,,,,,,
1936-01-11,0.3,,2.2,1.2,,,,,,
1936-01-12,0.9,,1.8,1.9,,,,,,
1936-01-13,0.3,,1.3,0.8,,,,,,
1936-01-14,-1.3,,-0.3,0.6,,,,,,
1936-01-15,-3.1,,-0.2,0.3,,,,,,
1936-01-16,-4.0,,-0.2,1.6,,,,,,
1936-01-17,-6.2,,-3.4,,,,,,,
1936-01-18,-8.6,,-6.5,,,,,,,
1936-01-19,-2.5,,-0.3,,,,,,,
1936-01-20,-1.5,,-0.5,1.1,,,,,,
1936-01-21,0.4,,1.5,0.7,,,,,,
1936-01-22,0.9,,4.3,4.8,,,,,,
1936-01-23,2.5,,5.5,0.5,,,,,,
1936-01-24,3.0,,5.6,2.3,,,,,,
1936-01-25,0.5,,1.8,,,,,,,
1936-01-26,-0.1,,4.7,,,,,,,
1936-01-27,-1.9,,4.3,2.4,,,,,,
1936-01-28,1.0,,2.2,2.4,,,,,,
1936-01-29,1.3,,2.5,0.9,,,,,,
1936-01-30,-6.0,,1.2,1.1,,,,,,
1936-01-31,-14.4,,-11.0,,,,,,,
1936-02-01,-14.2,-17.4,-10.5,,,,,,,
1936-02-02,-7.0,-10.5,-4.1,0.4,,,,,,
1936-02-03,-0.1,-4.2,2.2,0.5,,,,,,
1936-02-04,2.1,0.8,4.0,2.5,,,,,,
1936-02-05,-0.2,-0.6,0.8,,,,,,,
1936-02-06,-0.2,-0.4,0.8,2.9,,,,,,
1936-02-07,-1.2,-1.7,0.4,3.4,,,,,,
1936-02-08,-3.9,-5.2,-0.8,,,,,,,
1936-02-09,-3.5,-5.9,-0.5,,,,,,,
1936-02-10,-5.4,-12.5,-0.7,1.6,,,,,,
1936-02-11,-17.4,-19.9,-12.5,,,,,,,
1936-02-12,-16.1,-17.9,-14.3,,,,,,,
1936-02-13,-13.3,-15.7,-8.6,0.1,,,,,,
1936-02-14,-7.9,-12.4,-5.8,0.4,,,,,,
1936-02-15,-12.6,-15.5,-7.8,0.1,,,,,,
1936-02-16,-14.0,-15.3,-11.6,0.1,,,,,,
1936-02-17,-15.8,-19.5,-10.5,,,,,,,
1936-02-18,-13.8,-18.3,-7.4,,,,,,,
1936-02-19,-12.9,-14.8,-8.8,,,,,,,
1936-02-20,-13.0,-15.5,-9.1,0.2,,,,,,
1936-02-21,-13.6,-17.1,-7.9,,,,,,,
1936-02-22,-7.8,-10.4,-6.0,0.4,,,,,,
1936-02-23,-8.2,-9.0,-6.0,,,,,,,
1936-02-24,-8.9,-9.7,-7.0,,,,,,,
1936-02-25,-9.5,-13.4,-4.3,,,,,,,
1936-02-26,-8.7,-12.3,-5.5,0.1,,,,,,
1936-02-27,-5.7,-9.0,-3.6,0.1,,,,,,
1936-02-28,-1.1,-3.7,0.5,0.1,,,,,,
1936-02-29,0.3,-0.7,2.2,0.2,,,,,,
1936-03-01,1.4,0.1,3.2,1.3,,,,,,
1936-03-02,0.1,-0.2,1.4,0.6,,,,,,
1936-03-03,0.8,0.1,2.0,,,,,,,
1936-03-04,2.7,0.6,5.2,,,,,,,
1936-03-05,1.2,-0.6,4.4,,,,,,,
1936-03-06,0.9,-0.6,5.1,,,,,,,
1936-03-07,-0.5,-2.0,2.0,,,,,,,
1936-03-08,-1.9,-4.7,1.9,,,,,,,
1936-03-09,-1.6,-3.8,2.6,,,,,,,
1936-03-10,-0.5,-2.8,3.4,,,,,,,
1936-03-11,0.1,-1.0,2.0,,,,,,,
1936-03-12,1.4,0.2,4.2,,,,,,,
1936-03-13,3.2,0.5,8.8,,,,,,,
1936-03-14,2.6,0.4,7.4,,,,,,,
1936-03-15,2.7,1.1,6.1,,,,,,,
1936-03-16,,-0.3,2.7,6.6,,,,,,
1936-03-17,1.1,-0.4,5.0,0.4,,,,,,
1936-03-18,1.8,,5.2,0.3,,,,,,
1936-03-19,1.8,-1.2,5.6,,,,,,,
1936-03-20,2.9,0.6,6.2,0.1,,,,,,
1936-03-21,-0.1,-3.2,3.6,,,,,,,
1936-03-22,1.1,-1.4,7.2,,,,,,,
1936-03-23,4.1,0.7,10.7,,,,,,,
1936-03-24,5.8,2.3,12.7,,,,,,,
1936-03-25,-2.0,-3.5,5.8,,,,,,,
1936-03-26,-3.2,-6.0,1.7,,,,,,,
1936-03-27,-1.3,-2.9,1.2,,,,,,,
1936-03-28,-1.4,-2.4,1.0,0.9,,,,,,
1936-03-29,-3.4,-5.5,-0.2,,,,,,,
1936-03-30,-1.8,-5.2,2.6,,,,,,,
1936-03-31,-1.6,-4.5,5.0,,,,,,,
1936-04-01,0.5,-2.7,7.0,,,,,,,
1936-04-02,2.6,-2.2,10.6,,,,,,,
1936-04-03,4.7,0.4,11.7,,,,,,,
1936-04-04,6.0,5.5,8.5,4.3,,,,,,
1936-04-05,1.9,-0.6,5.7,0.2,,,,,,
1936-04-06,-0.4,-1.6,2.8,,,,,,,
1936-04-07,0.2,-3.2,6.7,,,,,,,
1936-04-08,1.7,-0.8,5.6,3.6,,,,,,
1936-04-09,-0.8,-2.6,3.0,4.7,,,,,,
1936-04-10,3.8,1.2,7.9,,,,,,,
1936-04-11,3.0,-1.1,8.4,,,,,,,
1936-04-12,5.4,2.6,11.0,,,,,,,
1936-04-13,3.1,1.0,6.4,5.8,,,,,,
1936-04-14,4.0,1.0,7.8,12.1,,,,,,
1936-04-15,5.8,2.8,11.3,0.4,,,,,,
1936-04-16,7.2,2.4,16.0,0.1,,,,,,
1936-04-17,5.3,3.4,10.4,,,,,,,
1936-04-18,9.3,2.7,17.2,,,,,,,
1936-04-19,10.4,7.4,15.5,,,,,,,
1936-04-20,8.4,6.8,12.0,7.6,,,,,,
1936-04-21,7.0,4.3,11.5,2.8,,,,,,
1936-04-22,9.5,4.8,16.3,,,,,,,
1936-04-23,8.6,6.4,12.0,3.5,,,,,,
1936-04-24,10.6,7.8,14.8,,,,,,,
1936-04-25,11.3,8.2,16.8,,,,,,,
1936-04-26,13.6,10.1,19.8,,,,,,,
1936-04-27,14.4,11.4,18.8,,,,,,,
1936-04-28,16.6,13.2,22.7,,,,,,,
1936-04-29,17.9,15.0,24.5,,,,,,,
1936-04-30,17.0,13.5,21.9,,,,,,,
1936-05-01,15.8,12.0,21.3,,,,,,,
1936-05-02,13.3,9.5,19.5,,,,,,,
1936-05-03,14.7,9.1,22.8,,,,,,,
1936-05-04,16.4,10.4,24.2,,,,,,,
1936-05-05,16.4,10.2,25.9,,,,,,,
1936-05-06,11.6,9.4,17.7,,,,,,,
1936-05-07,11.2,6.5,17.5,,,,,,,
1936-05-08,10.3,4.2,16.4,,,,,,,
1936-05-09,12.6,6.4,19.2,,,,,,,
1936-05-10,14.8,8.6,22.3,,,,,,,
1936-05-11,15.6,9.0,23.6,,,,,,,
1936-05-12,17.3,11.3,24.1,,,,,,,
1936-05-13,17.4,11.0,24.2,,,,,,,
1936-05-14,19.3,12.8,26.0,,,,,,,
1936-05-15,18.6,15.0,26.5,,,,,,,
1936-05-16,6.6,4.6,18.8,8.2,,,,,,
1936-05-17,7.8,3.0,14.5,,,,,,,
1936-05-18,10.2,3.8,18.4,,,,,,,
1936-05-19,12.2,7.2,18.6,,,,,,,
1936-05-20,14.6,11.4,20.9,,,,,,,
1936-05-21,15.0,8.8,21.8,,,,,,,
1936-05-22,15.1,9.4,22.1,,,,,,,
1936-05-23,18.0,12.8,24.7,,,,,,,
1936-05-24,19.4,12.6,26.5,,,,,,,
1936-05-25,20.8,14.3,27.9,,,,,,,
1936-05-26,21.6,16.7,28.1,,,,,,,
1936-05-27,19.8,14.2,26.3,,,,,,,
1936-05-28,19.4,12.2,26.9,,,,,,,
1936-05-29,19.8,16.8,26.8,0.6,,,,,,
1936-05-30,18.7,15.7,25.6,0.5,,,,,,
1936-05-31,19.5,16.2,26.8,9.8,,,,,,
1936-06-01,21.0,14.4,29.8,4.7,,,,,,
1936-06-02,22.3,16.4,30.4,,,,,,,
1936-06-03,19.4,15.1,25.6,,,,,,,
1936-06-04,15.1,12.5,18.0,,,,,,,
1936-06-05,17.9,12.8,23.3,,,,,,,
1936-06-06,19.3,13.1,26.5,2.4,,,,,,
1936-06-07,16.6,13.9,19.8,28.0,,,,,,
1936-06-08,16.6,11.3,21.7,1.2,,,,,,
1936-06-09,17.7,13.5,21.4,9.9,,,,,,
1936-06-10,18.9,15.4,23.4,6.0,,,,,,
1936-06-11,18.9,15.2,23.5,,,,,,,
1936-06-12,21.4,14.1,26.9,,,,,,,
1936-06-13,21.8,14.7,28.8,,,,,,,
1936-06-14,20.5,13.9,27.4,5.0,,,,,,
1936-06-15,21.4,14.6,28.1,,,,,,,
1936-06-16,21.2,14.4,27.7,,,,,,,
1936-06-17,20.4,16.1,24.3,0.6,,,,,,
1936-06-18,20.6,16.2,27.3,25.0,,,,,,
1936-06-19,17.8,15.4,21.5,14.9,,,,,,
1936-06-20,19.9,14.9,24.4,2.5,,,,,,
1936-06-21,20.8,15.5,26.4,,,,,,,
1936-06-22,23.6,16.4,28.7,,,,,,,
1936-06-23,20.2,17.5,27.1,0.2,,,,,,
1936-06-24,20.8,14.6,26.8,,,,,,,
1936-06-25,21.6,14.3,27.8,,,,,,,
1936-06-26,22.3,16.5,29.5,,,,,,,
1936-06-27,23.4,17.3,28.8,,,,,,,
1936-06-28,22.0,15.4,28.7,1.2,,,,,,
1936-06-29,20.2,13.2,26.1,,,,,,,
1936-06-30,18.2,11.0,23.8,,,,,,,
1936-07-01,20.6,9.7,26.9,,,,,,,
1936-07-02,22.7,11.6,30.0,,,,,,,
1936-07-03,25.4,14.4,31.8,,,,,,,
1936-07-04,25.7,16.1,32.7,,,,,,,
1936-07-05,25.7,14.3,34.5,,,,,,,
1936-07-06,27.5,21.4,34.4,,,,,,,
1936-07-07,23.2,21.5,30.4,,,,,,,
1936-07-08,21.2,16.2,28.7,0.5,,,,,,
1936-07-09,22.4,15.1,28.5,,,,,,,
1936-07-10,22.6,16.5,28.6,0.6,,,,,,
1936-07-11,24.1,17.5,30.2,7.0,,,,,,
1936-07-12,26.2,18.9,32.8,,,,,,,
1936-07-13,27.2,20.5,33.4,,,,,,,
1936-07-14,24.6,20.4,30.3,,,,,,,
1936-07-15,22.8,17.4,31.1,14.6,,,,,,
1936-07-16,22.7,17.3,29.0,,,,,,,
1936-07-17,24.4,18.5,31.3,,,,,,,
1936-07-18,21.4,17.2,27.4,,,,,,,
1936-07-19,21.8,14.0,28.2,,,,,,,
1936-07-20,22.9,14.2,29.6,,,,,,,
1936-07-21,25.1,16.0,32.1,,,,,,,
1936-07-22,26.0,17.4,33.3,,,,,,,
1936-07-23,25.0,16.3,30.8,,,,,,,
1936-07-24,25.3,20.1,32.5,13.5,,,,,,
1936-07-25,26.2,18.6,33.1,,,,,,,
1936-07-26,27.2,19.3,33.6,,,,,,,
1936-07-27,28.5,20.4,35.4,,,,,,,
1936-07-28,27.7,21.1,37.1,,,,,,,
1936-07-29,29.0,20.1,36.1,,,,,,,
1936-07-30,28.7,22.1,35.6,,,,,,,
1936-07-31,28.8,20.4,36.1,,,,,,,
1936-08-01,28.5,22.4,35.9,,,,,,,
1936-08-02,29.9,24.3,36.5,,,,,,,
1936-08-03,28.8,25.6,35.8,2.8,,,,,,
1936-08-04,27.4,24.1,32.4,,,,,,,
1936-08-05,27.2,21.5,35.1,,,,,,,
1936-08-06,29.2,24.3,37.4,,,,,,,
1936-08-07,20.8,16.2,34.0,7.3,,,,,,
1936-08-08,18.1,14.3,23.8,22.9,,,,,,
1936-08-09,18.6,13.1,25.2,,,,,,,
1936-08-10,22.1,18.3,28.5,,,,,,,
1936-08-11,21.1,18.6,25.0,7.7,,,,,,
1936-08-12,21.0,18.6,26.8,0.9,,,,,,
1936-08-13,20.6,18.1,24.7,0.5,,,,,,
1936-08-14,22.1,19.1,29.7,4.2,,,,,,
1936-08-15,19.6,15.2,24.7,,,,,,,
1936-08-16,20.3,16.6,26.1,,,,,,,
1936-08-17,19.8,16.0,26.9,,,,,,,
1936-08-18,20.2,16.3,26.6,,,,,,,
1936-08-19,18.0,13.6,23.5,,,,,,,
1936-08-20,16.4,11.8,25.4,,,,,,,
1936-08-21,17.4,12.0,24.6,,,,,,,
1936-08-22,19.0,13.7,26.0,,,,,,,
1936-08-23,20.9,15.9,27.5,,,,,,,
1936-08-24,21.1,15.9,29.6,,,,,,,
1936-08-25,17.7,15.4,25.3,3.5,,,,,,
1936-08-26,14.4,12.9,19.8,6.3,,,,,,
1936-08-27,14.2,13.0,18.0,0.5,,,,,,
1936-08-28,14.7,12.6,19.1,4.9,,,,,,
1936-08-29,15.9,12.9,22.1,,,,,,,
1936-08-30,15.9,11.4,22.7,,,,,,,
1936-08-31,17.5,13.6,25.0,3.7,,,,,,
1936-09-01,16.5,15.4,19.8,0.5,,,,,,
1936-09-02,12.2,9.8,15.7,2.0,,,,,,
1936-09-03,12.7,9.8,16.2,0.5,,,,,,
1936-09-04,11.8,7.8,17.9,0.4,,,,,,
1936-09-05,14.0,11.1,17.5,2.4,,,,,,
1936-09-06,12.9,7.2,19.8,,,,,,,
1936-09-07,14.3,6.8,22.6,,,,,,,
1936-09-08,18.6,11.8,27.0,,,,,,,
1936-09-09,16.4,13.1,21.9,0.4,,,,,,
1936-09-10,16.9,14.3,24.1,6.9,,,,,,
1936-09-11,11.3,7.8,15.6,0.5,,,,,,
1936-09-12,8.6,6.8,10.7,0.7,,,,,,
1936-09-13,9.5,5.0,15.5,,,,,,,
1936-09-14,10.3,5.4,15.5,,,,,,,
1936-09-15,10.6,6.0,17.7,,,,,,,
1936-09-16,8.8,1.8,15.3,,,,,,,
1936-09-17,10.7,3.0,19.8,,,,,,,
1936-09-18,11.6,9.5,15.8,0.5,,,,,,
1936-09-19,9.2,2.8,16.1,,,,,,,
1936-09-20,10.6,3.8,18.2,,,,,,,
1936-09-21,12.2,4.2,21.3,,,,,,,
1936-09-22,13.6,4.8,23.1,,,,,,,
1936-09-23,15.1,4.8,24.6,,,,,,,
1936-09-24,13.4,7.8,18.6,,,,,,,
1936-09-25,14.4,11.8,17.9,,,,,,,
1936-09-26,14.6,8.8,22.1,,,,,,,
1936-09-27,16.6,10.5,23.6,,,,,,,
1936-09-28,16.4,9.4,24.7,0.4,,,,,,
1936-09-29,16.8,14.0,21.0,,,,,,,
1936-09-30,10.8,7.0,18.4,0.4,,,,,,
1936-10-01,14.2,9.4,25.6,0.1,,,,,,
1936-10-02,7.0,6.0,11.7,0.7,,,,,,
1936-10-03,5.2,2.8,10.0,,,,,,,
1936-10-04,4.6,-0.2,12.7,,,,,,,
1936-10-05,4.7,-0.2,13.0,,,,,,,
1936-10-06,5.2,-0.4,13.9,,,,,,,
1936-10-07,12.2,8.1,19.1,2.1,,,,,,
1936-10-08,14.4,12.3,18.1,8.3,,,,,,
1936-10-09,7.2,4.7,16.3,1.1,,,,,,
1936-10-10,1.3,0.2,4.8,14.2,,,,,,
1936-10-11,0.4,0.1,1.5,,,,,,,
1936-10-12,-0.2,-0.9,1.5,4.9,,,,,,
1936-10-13,-0.3,-3.0,4.8,1.3,,,,,,
1936-10-14,4.4,0.2,9.6,,,,,,,
1936-10-15,5.4,3.6,7.7,,,,,,,
1936-10-16,5.0,2.0,9.3,0.9,,,,,,
1936-10-17,5.1,3.1,8.1,1.4,,,,,,
1936-10-18,5.6,4.6,7.0,0.4,,,,,,
1936-10-19,9.3,5.7,12.7,0.5,,,,,,
1936-10-20,6.6,2.9,10.4,,,,,,,
1936-10-21,7.8,5.0,11.4,,,,,,,
1936-10-22,1.4,-2.2,5.3,,,,,,,
1936-10-23,1.1,-2.8,7.8,,,,,,,
1936-10-24,1.0,-3.4,7.8,,,,,,,
1936-10-25,1.2,-3.7,9.0,,,,,,,
1936-10-26,1.2,-3.6,8.6,,,,,,,
1936-10-27,2.3,-0.6,8.3,,,,,,,
1936-10-28,5.0,2.6,9.2,,,,,,,
1936-10-29,5.5,2.4,10.7,,,,,,,
1936-10-30,8.4,5.8,13.3,,,,,,,
1936-10-31,7.6,5.9,10.8,0.1,,,,,,
1936-11-01,4.0,-0.2,10.4,,,,,,,
1936-11-02,5.3,-0.4,11.3,0.1,,,,,,
1936-11-03,7.6,5.2,11.2,,,,,,,
1936-11-04,4.0,-0.2,8.3,,,,,,,
1936-11-05,4.1,2.2,7.5,,,,,,,
1936-11-06,1.2,-1.4,4.0,,,,,,,
1936-11-07,5.3,2.9,7.6,0.9,,,,,,
1936-11-08,8.2,5.7,10.6,8.5,,,,,,
1936-11-09,8.8,7.9,9.5,0.7,,,,,,
1936-11-10,10.7,9.3,12.3,0.1,,,,,,
1936-11-11,10.6,7.7,13.2,,,,,,,
1936-11-12,11.1,9.9,12.5,,,,,,,
1936-11-13,6.7,4.5,11.6,5.2,,,,,,
1936-11-14,5.1,4.5,6.5,,,,,,,
1936-11-15,5.0,3.1,6.7,,,,,,,
1936-11-16,3.7,2.7,7.0,,,,,,,
1936-11-17,2.8,0.7,5.1,2.6,,,,,,
1936-11-18,4.1,1.8,6.6,4.8,,,,,,
1936-11-19,-0.7,-2.7,3.4,,,,,,,
1936-11-20,-4.3,-5.4,-1.5,,,,,,,
1936-11-21,-5.4,-7.2,-2.7,,,,,,,
1936-11-22,-6.6,-11.2,-2.3,1.2,,,,,,
1936-11-23,-5.8,-11.2,-2.4,0.2,,,,,,
1936-11-24,-2.4,-6.2,-1.3,,,,,,,
1936-11-25,-2.4,-3.8,-1.4,,,,,,,
1936-11-26,-3.2,-5.9,-0.3,,,,,,,
1936-11-27,-4.2,-7.2,-2.2,,,,,,,
1936-11-28,-3.4,-5.6,-2.4,2.8,,,,,,
1936-11-29,-4.8,-8.7,-3.6,2.7,,,,,,
1936-11-30,-3.8,-5.1,-2.2,5.9,,,,,,
1936-12-01,-1.1,-2.4,-0.2,0.6,,,,,,
1936-12-02,1.0,-1.1,1.8,5.5,,,,,,
1936-12-03,2.2,1.5,3.0,9.8,,,,,,
1936-12-04,2.7,1.1,3.1,0.9,,,,,,
1936-12-05,3.7,2.7,4.8,3.2,,,,,,
1936-12-06,1.9,1.0,4.5,0.5,,,,,,
1936-12-07,-0.6,-2.3,1.1,,,,,,,
1936-12-08,-2.5,-4.6,0.5,,,,,,,
1936-12-09,-4.6,-6.6,-2.2,,,,,,,
1936-12-10,-5.4,-6.8,-2.3,,,,,,,
1936-12-11,-4.0,-5.6,-2.1,,,,,,,
1936-12-12,-2.7,-4.1,-1.0,,,,,,,
1936-12-13,-3.8,-5.2,-1.8,,,,,,,
1936-12-14,-6.1,-7.1,-4.2,0.3,,,,,,
1936-12-15,-3.7,-5.7,-1.4,0.3,,,,,,
1936-12-16,-5.8,-6.6,-2.5,0.2,,,,,,
1936-12-17,-3.0,-6.6,-1.1,0.1,,,,,,
1936-12-18,-0.3,-1.6,0.4,0.7,,,,,,
1936-12-19,-2.2,-2.8,-1.0,,,,,,,
1936-12-20,-2.0,-2.7,-1.6,,,,,,,
1936-12-21,-2.2,-3.7,-0.3,,,,,,,
1936-12-22,-3.1,-5.9,-1.0,,,,,,,
1936-12-23,-0.4,-1.3,0.4,,,,,,,
1936-12-24,0.7,-1.3,1.4,,,,,,,
1936-12-25,0.6,-0.8,1.5,0.2,,,,,,
1936-12-26,-1.0,-5.5,1.0,0.2,,,,,,
1936-12-27,-8.0,-10.6,-5.4,0.2,,,,,,
1936-12-28,-5.8,-12.0,0.2,1.9,,,,,,
1936-12-29,-7.1,-9.1,-0.8,,,,,,,
1936-12-30,-9.4,-13.9,-5.3,,,,,,,
1936-12-31,-11.3,-16.6,-6.5,,,,,,,
1937-01-01,-3.8,-6.8,-1.7,0.1,,,,,,
1937-01-02,-0.2,-2.1,0.5,0.1,,,,,,
1937-01-03,0.1,-0.7,0.7,1.1,,,,,,
1937-01-04,-0.2,-1.5,1.0,1.9,,,,,,
1937-01-05,-0.1,-1.6,1.2,0.1,,,,,,
1937-01-06,-2.2,-5.1,0.3,,,,,,,
1937-01-07,-1.9,-3.1,-1.0,,,,,,,
1937-01-08,1.5,-1.1,2.1,1.3,,,,,,
1937-01-09,0.2,-0.4,1.2,0.3,,,,,,
1937-01-10,-3.8,-6.4,,0.5,,,,,,
1937-01-11,-6.6,-7.6,-5.0,0.1,,,,,,
1937-01-12,-8.4,-10.0,-6.8,1.5,,,,,,
1937-01-13,-11.0,-13.7,-8.3,,,,,,,
1937-01-14,-14.0,-15.8,-9.4,,,,,,,
1937-01-15,-12.6,-14.6,-10.4,,,,,,,
1937-01-16,-11.7,-15.7,-7.5,0.1,,,,,,
1937-01-17,-11.2,-14.8,-7.5,0.1,,,,,,
1937-01-18,-12.3,-14.8,-11.4,,,,,,,
1937-01-19,-16.9,-18.5,-13.0,,,,,,,
1937-01-20,-16.4,-19.1,-13.8,,,,,,,
1937-01-21,-15.0,-19.0,-14.8,,,,,,,
1937-01-22,-19.6,-22.7,-14.7,,,,,,,
1937-01-23,-15.3,-19.3,-13.0,0.1,,,,,,
1937-01-24,-19.4,-22.1,-16.6,,,,,,,
1937-01-25,-18.9,-21.3,-16.4,,,,,,,
1937-01-26,-16.2,-19.7,-14.0,,,,,,,
1937-01-27,-19.6,-26.1,-11.9,,,,,,,
1937-01-28,-18.6,-21.8,-15.3,,,,,,,
1937-01-29,-15.9,-20.4,-13.7,,,,,,,
1937-01-30,-18.4,-21.3,-13.8,,,,,,,
1937-01-31,-20.0,-24.8,-13.5,,,,,,,
1937-02-01,-14.4,-18.0,-12.6,,,,,,,
1937-02-02,-15.0,-18.2,-9.7,,,,,,,
1937-02-03,-16.7,-22.4,-10.0,,,,,,,
1937-02-04,-6.4,-12.6,-3.0,0.5,,,,,,
1937-02-05,0.5,-3.1,0.8,2.9,,,,,,
1937-02-06,-0.6,-2.1,1.3,0.1,,,,,,
1937-02-07,0.9,-0.2,1.8,1.5,,,,,,
1937-02-08,0.4,-0.6,2.0,0.4,,,,,,
1937-02-09,-5.3,-9.5,0.8,3.1,,,,,,
1937-02-10,-12.1,-18.4,-8.4,0.1,,,,,,
1937-02-11,-8.4,-14.1,-6.2,,,,,,,
1937-02-12,-6.2,-7.2,-5.0,0.3,,,,,,
1937-02-13,-0.7,-6.9,1.6,8.9,,,,,,
1937-02-14,-1.4,-6.9,2.7,2.4,,,,,,
1937-02-15,-7.5,-11.8,-4.0,,,,,,,
1937-02-16,-5.3,-9.1,-3.1,2.1,,,,,,
1937-02-17,-3.1,-4.4,-2.0,0.9,,,,,,
1937-02-18,-5.1,-7.8,-3.4,,,,,,,
1937-02-19,-6.0,-8.3,-3.3,,,,,,,
1937-02-20,-11.3,-16.7,-6.0,,,,,,,
1937-02-21,-5.4,-9.4,-1.3,9.9,,,,,,
1937-02-22,0.3,-2.1,1.8,11.5,,,,,,
1937-02-23,-0.9,-5.3,2.8,3.7,,,,,,
1937-02-24,1.2,0.5,2.5,0.8,,,,,,
1937-02-25,-1.0,-3.3,1.3,7.3,,,,,,
1937-02-26,-5.0,-7.5,-2.5,0.7,,,,,,
1937-02-27,-8.4,-12.1,-4.7,,,,,,,
1937-02-28,-14.4,-20.3,-8.4,,,,,,,
1937-03-01,-12.6,-16.9,-7.3,,,,,,,
1937-03-02,-11.4,-15.8,-6.8,,,,,,,
1937-03-03,-12.6,-15.6,-9.4,,,,,,,
1937-03-04,-12.8,-16.1,-9.4,,,,,,,
1937-03-05,-13.0,-16.8,-8.4,,,,,,,
1937-03-06,-8.4,-14.1,-3.3,0.5,,,,,,
1937-03-07,-2.1,-4.1,,,,,,,,
1937-03-08,0.9,-0.8,1.7,5.8,,,,,,
1937-03-09,0.6,-0.3,3.2,,,,,,,
1937-03-10,1.4,-0.2,3.3,0.8,,,,,,
1937-03-11,2.8,1.0,4.6,5.2,,,,,,
1937-03-12,0.9,0.3,5.0,3.8,,,,,,
1937-03-13,-0.1,-2.6,4.1,,,,,,,
1937-03-14,,-2.1,3.2,,,,,,,
1937-03-15,1.1,-0.3,3.0,,,,,,,
1937-03-16,3.1,1.3,6.0,,,,,,,
1937-03-17,2.0,1.2,3.7,3.7,,,,,,
1937-03-18,1.0,,2.7,0.7,,,,,,
1937-03-19,1.3,0.4,3.5,,,,,,,
1937-03-20,1.4,-0.1,3.4,,,,,,,
1937-03-21,1.6,0.4,2.9,,,,,,,
1937-03-22,5.2,0.8,10.3,0.2,,,,,,
1937-03-23,4.9,-0.3,11.0,,,,,,,
1937-03-24,7.0,1.0,14.4,,,,,,,
1937-03-25,8.0,3.6,12.7,,,,,,,
1937-03-26,7.6,3.2,11.0,,,,,,,
1937-03-27,7.0,5.5,9.4,16.6,,,,,,
1937-03-28,6.1,4.8,6.8,12.8,,,,,,
1937-03-29,8.0,1.3,14.2,,,,,,,
1937-03-30,8.6,1.1,13.3,,,,,,,
1937-03-31,5.4,2.5,11.4,,,,,,,
1937-04-01,1.8,-2.1,4.6,,,,,,,
1937-04-02,3.3,-0.7,8.3,,,,,,,
1937-04-03,3.3,-0.5,8.3,,,,,,,
1937-04-04,2.3,-1.5,6.5,,,,,,,
1937-04-05,3.2,0.5,6.8,,,,,,,
1937-04-06,2.6,-3.3,8.3,,,,,,,
1937-04-07,2.4,-2.8,8.0,,,,,,,
1937-04-08,3.5,1.0,8.7,0.3,,,,,,
1937-04-09,3.7,-2.6,10.4,,,,,,,
1937-04-10,4.1,-1.8,10.7,,,,,,,
1937-04-11,4.5,-0.1,9.6,,,,,,,
1937-04-12,4.6,0.5,10.0,0.1,,,,,,
1937-04-13,4.8,-2.0,10.7,0.1,,,,,,
1937-04-14,7.1,-0.1,15.1,,,,,,,
1937-04-15,8.4,1.7,15.7,,,,,,,
1937-04-16,8.6,2.5,15.6,,,,,,,
1937-04-17,8.4,3.5,12.5,,,,,,,
1937-04-18,9.8,5.4,14.4,,,,,,,
1937-04-19,8.4,5.8,12.4,,,,,,,
1937-04-20,10.7,7.8,14.9,,,,,,,
1937-04-21,13.5,7.2,19.5,,,,,,,
1937-04-22,14.2,10.5,19.9,,,,,,,
1937-04-23,12.0,9.0,16.7,0.2,,,,,,
1937-04-24,17.0,9.6,26.1,,,,,,,
1937-04-25,12.1,9.8,23.1,18.0,,,,,,
1937-04-26,10.6,5.5,16.9,0.4,,,,,,
1937-04-27,11.8,4.5,18.6,,,,,,,
1937-04-28,12.5,10.3,15.4,,,,,,,
1937-04-29,13.2,9.3,18.4,,,,,,,
1937-04-30,13.7,11.0,17.9,15.4,,,,,,
1937-05-01,11.1,7.0,13.7,3.9,,,,,,
1937-05-02,12.4,7.1,18.0,0.5,,,,,,
1937-05-03,11.9,5.7,18.2,,,,,,,
1937-05-04,12.2,3.6,19.1,,,,,,,
1937-05-05,14.4,6.3,21.7,,,,,,,
1937-05-06,12.8,5.4,17.5,,,,,,,
1937-05-07,8.7,1.1,14.3,,,,,,,
1937-05-08,13.8,4.6,21.1,,,,,,,
1937-05-09,16.0,9.3,22.7,,,,,,,
1937-05-10,15.3,11.0,19.7,,,,,,,
1937-05-11,14.4,5.8,20.9,,,,,,,
1937-05-12,15.2,9.4,21.4,0.4,,,,,,
1937-05-13,17.2,8.3,24.3,,,,,,,
1937-05-14,19.3,11.0,26.9,,,,,,,
1937-05-15,20.3,13.2,26.9,,,,,,,
